username,message,sentiment,confidence
scatcat_,SHORT ON RIGHT NOW,Error,0
syntaxau,LUL terrible charge,Error,0
aya____,EVERYONE ABORT,Error,0
chrextheking,BASTION SHORT,Error,0
kreaturger,did you know you can say easy just by saying ez?,Error,0
kiirin,LUL,Error,0
cubeheadd,new short is coming in 2 mins,Error,0
rzack,LUL,Error,0
pin3land,justice ahh Kreygasm,Error,0
shredmajor,Baaaaaaaaarn in the ERSA,Error,0
cubeheadd,new short is coming in 2 mins....,Error,0
felany_,invisible,Error,0
levianus,LUL BASTION WINSTON,Error,0
walter_strider,da mediocre gameplay so good,Error,0
vakari_ow,Is the sub discord not working right now or something? or does it just take a while?,Error,0
saltydohg,LUL,Error,0
chellity,LUL,Error,0
t4iishy,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
andima88,ANELE,Error,0
11kazoos,targetted LUL,Error,0
zombehbrainz,haHAA,Error,0
usernamewastaken12,ULU,Error,0
mos221,TaxiBro,Error,0
felicitates,junkrat too stronk,Error,0
senjougahara_sama,'/,Error,0
onlyausername,ULURU,Error,0
insanekil1er,Does this guy play Roadhog?,Error,0
slager963,THREW,Error,0
juicyjus25,LEL KEK xD,Error,0
lulxdhahaa,throwing DansGame,Error,0
sjuper,its only the widowmaker one,Error,0
dadisthecoolest,EVERYONE GO WATCH THE BASTION SHORT,Error,0
sperpurber,FeelsBadMan,Error,0
senjougahara_sama,RIP,Error,0
magicwizardman34,lel kek xD,Error,0
sanchezgaming,Blizzard stream live,Error,0
evil_totoro,LUL ult,Error,0
twitxd,RIP,Error,0
explosivemoooose,NICE THROW,Error,0
leckotut,ANELE,Error,0
tiggaplzz_,nice throw,Error,0
thedragonbox,qtf,Error,0
t4iishy,Hi. I'm Harambe, and this is my Zoo. I live here with my old zookeeper and banana, Big Yellow. Everything in here has a heart and a mind. One thing I've learned after 17 years - you never know WHAT is gonna come over that enclosure.,Error,0
usernamewastaken12,ULURU,Error,0
sparz324,why did he charge off point during overtime? moon2WHY,Error,0
kleinp5715,lost LUL,Error,0
adampenguin,!throw,Error,0
nightbot,351 game throws TriHard,Error,0
notamingebag,American Overwatch LUL,Error,0
heretic17,Just got here, WTF is @MOONMOON_OW playing winston?!,Error,0
rumiroomie,@MOONMOON_OW are you this charming irl or is this internet magic?,Error,0
mrj0ne5,Hi streamer. All of these Harambe memes in chat really make me sad and triggers me all the time. I feel like the Genji mains knowing their character won't ever become better than his big brother. Please do something or else Harambe will get its revenge.,Error,0
exyl1,anyone can link the stream?,Error,0
mbkvv,THEY'RE ABOUT TO SHOW THE NEW SHORT FILM,Error,0
masterbushidobrown,SOMBRA,Error,0
mateuszrb,gg easy,Error,0
th1ago01,MANDATA,Error,0
hjorthlol,Hi. I'm Harambe, and this is my Zoo. I live here with my old zookeeper and banana, Big Yellow. Everything in here has a heart and a mind. One thing I've learned after 17 years - you never know WHAT is gonna come over that enclosure.,Error,0
usernamewastaken12,cmonBruh,Error,0
imdrgon,Hi. I'm Harambe, and this is my Zoo. I live here with my old zookeeper and banana, Big Yellow. Everything in here has a heart and a mind. One thing I've learned after 17 years - you never know WHAT is gonna come over that enclosure.,Error,0
if_i_only_have_snus,│ ▓ ╔══╗ ╔══╗ ▓▓ ║▒▒║ ║▒▒║ ▓▓▓ ║▒▒║ ║▒▓▓█▓ ║▒▒║ ║▓█▓ ║▒▒║ ║▒▒║ ║▒▒║ ║▒▒║ Put this on the page of people who participated in 9/11,Error,0
jennabeanboo,KappaPride KappaRoss Keepo Kappa,Error,0
cowrule,they are showing tracer short currently,Error,0
t4iishy,kek,Error,0
killahighdtw,b8ted,Error,0
nersoosi,Vakari_OW it'll take a while to sync,Error,0
dadisthecoolest,THEY'RE PLAYING THE WRONG SHORT WutFace,Error,0
cowrule,bastion is up next,Error,0
t4iishy,Hi. I'm Harambe, and this is my Zoo. I live here with my old zookeeper and banana, Big Yellow. Everything in here has a heart and a mind. One thing I've learned after 17 years - you never know WHAT is gonna come over that enclosure.,Error,0
vixolus,way to knock them off,Error,0
sircampsalot97,Gorrila punch,Error,0
killahighdtw,ALIVE IS SOMBVRA CONFIRMED,Error,0
onorekian,BiblyThump,Error,0
th1ago01,MANDATA IS THE NEW BASTION CONFIRMED,Error,0
saladsareninjas,DID HE JUST SAY HARAMBE WTF,Error,0
felbladenoz,BibleThump,Error,0
robakawake,BiblyThump,Error,0
bearded_canuck,BibleThump,Error,0
unifyself,It's the wrong short LUL,Error,0
physikl,No, they're playing Alive now, Bastion is up next,Error,0
grorencio,Mommy says people my age shouldn't imply strimer doesn't know the true meaning of Born in the USA,Error,0
mrj0ne5,Hi streamer. All of these Harambe memes in chat really make me sad and triggers me all the time. I feel like the Genji mains knowing their character won't ever become better than his big brother. Please do something or else Harambe will get its revenge.,Error,0
belas7,BibleThump,Error,0
cowrule,@T4iishy hello harambe i'm reaper,Error,0
alnrg,bib-le thump,Error,0
walter_strider,Harambe lives through moonmoon,Error,0
viper459,BibleyThumb,Error,0
r1kh4rd,LULL,Error,0
t4iishy,trumpW FEELS trumpW GOOD trumpW TO trumpW BE trumpW A trumpW TRUMP trumpW SUB trumpW,Error,0
vakari_ow,@nersoosi gotcha, thanks,Error,0
dadisthecoolest,MANDATA IS SOMBRA moon2Pog,Error,0
bablorik,YAY,Error,0
